User ID,Number of friends,College Education
P5S1QJ7P-6ZV5-ZO5K-RSFQ-M85GDEEC6VSG,77,No
Z5XK3I7D-2ZQE-BGOE-CPU7-HSZDK9UL9SVU,91,No
22XHKA33-KAZA-TIXT-5OF1-QPF43T16LT8Q,0,Unknown
0KL0JJHP-QVA8-4GLI-TFR6-00ZXYJ5LJEAR,162,Unknown
59S7OGM7-LDLN-OQ4O-XZ16-LHJQGC8EENV8,101,Yes
N4OD0YPB-KWJY-7ZMJ-800M-ETRLREVPWB97,108,Yes
FZU1DU4T-TXU7-4T8F-G5D7-BFOVFQY4IN7G,0,No
04SZ4VK0-BGKA-D9DX-23B7-2SCZ9WA9P54Y,158,Yes
S6WYGMTY-6SJQ-5E7F-YBN2-7F7VNJK2R5LI,96,Yes
9O532TC1-2C98-379P-4EM7-TC5TRG629VVN,80,Unknown
WYQFVPFR-0ZJI-AYTP-T8TF-4A8NFNEVLZUS,87,No
XSQIH1OP-HY2S-J2M2-HYYK-QX6ZDYWRJR3V,0,Unknown
FL0B61D4-SC3G-JOEB-5AXZ-MW2N992JEVOJ,76,Yes
IA1H7KGM-GCR3-2ADR-B1AT-XZG85J625YJ7,90,Yes
US69CIWG-Z1UV-A2W4-BXZ3-45IT4Q1J644I,68,Unknown
51X99KDR-AY30-VJEL-7UCP-73KK4IN9ZIC9,91,Yes
VFWLX9BD-511T-XJTX-J09S-3CYWGG55TOD0,121,No
3N0VG1JR-J50F-IKI4-JQY3-GFYL512YWU32,83,Unknown
6II67Q2K-0FW2-EYWL-X3MF-CFXZ99KRP1WC,64,Unknown
FWC7PFF8-4BUE-N6VQ-HD9C-PGGUKNHAGHUC,89,Unknown
4QQOLB3Z-2LJ5-7OCR-5VI0-9VDWSA3Q85I3,0,Unknown
YH3VK19U-BF01-9RC7-KCPK-VZ8XETCIO5T6,91,Unknown
PTXVPVNF-B6YR-4DU2-JH49-9OAKMD202RCB,146,Yes
A3FAFMMT-4AKW-3R0L-P8NP-R1YJ3437UP34,63,No
I14X6VBB-CUEV-0WZ5-OV01-PB5M16N0CCF6,0,Yes
T10CJXJ5-VNFS-WB4Z-108C-MZJ1W2GYV6RJ,60,Unknown
D6X52OW9-UPA5-Y9SV-H0LC-GJA7HF06HJZZ,139,Unknown
LVQTLPG0-D6I8-CT9L-J16K-2V745TZTEO2T,80,No
TO3367KY-JZTR-TMKV-C7BE-QU1PLFGKJCZS,161,No
5VXOPDWD-5411-KF2O-ZFV5-KS9M6OV418A1,0,Unknown
CHMZ38S0-M6IH-11L2-S4JD-BJ3SZFFVK7EU,108,Unknown
5MUA32U0-KQJI-2PVQ-F24G-3ZT4EDLXWUOZ,0,No
OQA92RUJ-5S4C-S1OJ-3BB2-2UWEBAAV8CGZ,169,Unknown
62M1GG77-DT28-CJR5-83RK-LYU2VKGUSS05,110,Yes
MKPYUOTE-A3CD-LVPN-NI3F-V3FTQE4YJMXS,143,Unknown
T7H1CU7Q-X4KT-LY61-XMQX-1R92PKAIKZPT,97,Yes
WUE4113J-VBPS-HP0G-V8VY-1ZAGLTESAVGB,0,Yes
EGFP3DH9-J02Z-WKUH-Q461-6BHM94PLADSA,117,Yes
P9W0A59L-39FP-UG19-6OCT-L407J030MD0W,139,Yes
O2CTNCT3-50OB-VCBB-WZTM-LZ62E5LS3IBU,0,No
5YM8OLQI-B0BE-JYD2-ANUY-BSZ0ET9X5MBI,133,Yes
A11HE2F6-HRPV-0LI5-NP37-HFO3DIH8MC3N,94,No
A77PSCMF-IC39-YWZZ-R212-RAG5ZQLXTBWO,133,Yes
NPAC7LT9-G5BX-LYXO-9U2X-C168G9QTHPM7,0,Yes
CVYIDI9G-B0E8-RADU-IO25-3Q48HWDSGN05,150,No
9R77B7OO-ZBD5-K787-0SJN-SLM240AHYH3W,94,Yes
0N2RJ9Y0-11AG-GVAA-DQF7-CL5HY2M1OHCD,0,Unknown
07MSEVR5-XQ34-BCTB-G02I-6COTDTEAJXJ7,0,Yes
YK4U9MW8-PH1N-9LON-VUIG-C385WENRHDFE,89,Unknown
NUU7I2NJ-0L88-1722-GWE4-6TJFTO8MOQMS,74,No
Q8E4RFCI-8671-9P0K-Y2UZ-5O9R9XFIE4QF,100,No
V5DYRDJI-7JAZ-2FEK-GK4Z-DIHXMMWUGT8M,0,No
ZHC7BD5F-30L2-E0IQ-SFHN-T8IWG4ZK7HTT,110,No
3FW1RHED-5CG9-KJXI-E788-E9QBA1P8MP22,0,No
AE2RSDUS-5R2E-8KN5-1I5X-MN7DXA5MWX8P,63,Unknown
Z1AQ6NGW-03T9-29SN-8Y80-RWXFLDYODG1I,0,No
8UFVERXH-INP6-7UQ2-TZE7-6YRN6K0YJH03,43,Unknown
6QK4RS4Z-FFZO-MY7T-RVRB-X32ZH8S4IWB7,0,No
ZLB8AKJF-39LO-ZWSF-1TIF-89ZCPNKC0FXO,120,Unknown
U6BKEJP8-64HX-ESWJ-TIIN-RXXRKPY0MK8H,106,Yes
FJD50WD3-7W73-PORU-FRRP-90VDYL9Q6RB8,97,Yes
P32RFFM5-1A6A-3N8N-W12O-6FFNKHZAKPUW,125,Yes
ULBSNNGD-R8RV-QF7K-MEXY-U9CEC6TGSXZV,129,No
4NOQ5EE3-TE7M-L95C-GJ1G-5994HSWSQWIQ,88,No
MED5GTHQ-HDRO-76LA-285M-9B0FIR3RKGYH,115,Yes
RFHY5VFF-IIQC-629H-RL1J-P9PC4PU5M886,148,Yes
IKYG0RW8-F93D-H4ZY-FT6C-2IB42UUKHFL5,130,Unknown
200VSYKQ-4AA9-7BLR-NRI5-W9I6ZFTI4KXV,132,Unknown
WY79BRDM-KG9Z-DRTJ-AHL7-T67TGNUY6QM8,131,Unknown
PJJ6RB4G-1MV6-0WV3-UZXI-XRR2D30KJ0CP,129,No
LXLFRRKB-IA9A-VVGD-HUA3-3ZEH5RVM2SAZ,96,No
0CUDD0BP-ZNHC-OX8G-JXKZ-GYAXRIIUKPB6,110,Yes
F5SW4B67-RY6X-IVKG-OM9Z-41VICUH96OR6,0,Yes
VFZRO3E3-ZS5G-4X4R-3E7L-PSJFRUL4TYKR,112,Yes
9J03IEFM-9NR8-JM8F-C4D1-ZIRUHQO724ZF,122,No
E2TPR2HF-P1IG-BN4C-Z4GS-WKPSRFBP6M6O,101,No
CFUGEP11-VCUK-F5G6-0YUJ-N76VJYLW81MY,150,Yes
QL8XDS0T-3MCM-UH8J-5075-Z6BVV12RFU55,115,No
D47RVJ8C-XBQV-ZFYI-2EDV-BPKT1NSL6RWM,0,Unknown
OR6GAUB2-XNPH-0RL5-3QAS-DZMRFFF0ZZ9P,125,No
3EZXIHWP-OM9R-RIQC-3M8R-KMDTGKL0NROA,104,Yes
AE88K3BB-ZOVG-467P-6NZS-PCJMUTCZTK7M,89,Yes
CZ65T0A1-35NB-AUZ9-L61U-MQMK4T5PSXJI,87,Unknown
BBBB83CR-IF7H-TNYX-DRDL-GVK94FEA1U2G,0,Unknown
0I4CCKS3-DTOS-CY8D-U3I4-K4T6KET3SZ8M,158,Yes
OEA2U2W7-3Q7M-D471-8MTJ-R79YLWDNYCIG,109,Yes
3S8UNR62-67VX-LLZA-1YAY-WOTAE9SURJLO,121,Yes
NQ9M1D1O-JD4Z-NBE7-JYSA-6HZ1MOFKTL7H,48,Unknown
VNPP97LS-RDGM-GSYP-OUYG-33SG07AKGCDA,130,No
T4SMRVMM-JDO5-YOCR-WIET-WLMZFWIGTJ1P,0,Unknown
7ZOHLW4T-HSHI-2LIR-MSVQ-KHW3P99IGGT5,117,Yes
28EBJ5YE-NKWG-M1FL-KRCT-EUVQQI5V0R5A,134,Yes
XAXJM25K-335J-18FG-QZZQ-00YR645D6UJO,100,Unknown
TBQDDQNE-XTVU-NJ9E-CBDV-77VXRL6N0H58,79,No
J3WGW5FQ-1YOT-DQH2-1HWH-YZS7PFVMN5VR,93,Yes
0H6GQTD6-YT0M-K9GI-G9QP-HQFLRH9TD8HT,114,Yes
ICYT3FFD-N1G4-0SHM-0H24-SU3XZHMBOF6R,0,Yes
BF8SEHFQ-6DEA-2H37-4ZR5-0JJJPSFYLQ77,135,Yes
TNG6DCQI-9XPD-EEPK-WKZ0-5JXOPUZPKJ5X,0,Yes
NBCO8G0H-QM4O-7PBT-TFJA-QANLJRK2BKXH,115,Yes
OFN3BB4G-50IY-1057-7A9L-915TFMV79321,93,Yes
MSSO4U16-QCW7-1ST3-GMDV-AVUJC76U6L0I,114,Unknown
XHB2MRCT-TFWO-GF7P-ZHQK-3D1O4G7PK5SW,116,No
4Q5LQVZ9-MT03-A6TG-M93W-S0NOD52ZR0MD,114,Yes
12N35U0H-LQYT-PMVP-DCQK-ZCLQMGSCTVBQ,82,No
8Z7SYYI6-YRWL-TDUX-3HNK-6NNTB87UO68I,101,Yes
AL6LPI2Q-R63M-OH6W-GUWN-P9JFRT30R9D0,0,Yes
RXG8Q0VX-YQPG-ERWD-5HTV-8KT0K903N6VS,99,No
F7TR7AZ3-PGNK-K03W-BRCH-JH6P0V0UOWKB,94,No
WL9MWMTS-IEIF-BWWM-H6TV-4CG19XAD57JF,105,No
DM26Z7VB-F9JA-3A6L-SJQW-WIW5MFHLM892,158,Yes
1PEKRWL9-JDM4-1FFC-7O9B-CQWIS90YB5KD,32,Unknown
YYDY69PD-R2FM-KMUR-WY3M-C0D53BZ7G1B8,43,Unknown
J4IK5OUL-T0O7-0SCZ-07AU-SNNSIUDPCPDI,0,Unknown
9JGRH0R5-D6FV-DZGT-DEQY-CIZ2U9RT70IR,0,No
7BWI1759-KDAG-P59Q-892N-OJOXLQ6QTX24,114,Yes
W13U3CAP-JOQ3-RA4B-P9XS-2JSQB2OS4TEX,97,Yes
UJTLAS3A-MBUH-JK5S-11U5-OMTBPU4DHIH1,99,No
Q7ZMOLZV-WEH9-DBGV-QOUP-YIOZKALPVBC9,98,No
5KW62857-Y0SN-4RNX-4EM9-KWJ27BOP6TB8,0,No
HGN0ZGX9-DUD4-DE7D-4F18-JP7MI1MAG3I5,61,No
VRUP75IC-BQME-9RYO-RWC1-UVO1POUCAGM7,102,Yes
J6BA33B6-8K1J-0HCS-FKKH-LBTFYOCYTAWK,141,Yes
LQS17A23-MAW0-7DZD-SX56-TY7OE9JUJAKY,0,Yes
2UOZLUQR-2FMM-BI9B-36UQ-KEPZYJ2HVHNW,84,No
JCLS2UIB-KFSE-GXCH-X5I0-25VXKGHA0Z19,90,Yes
XBB8M1Q8-F7TJ-92T9-0EBF-GA4K6PIML5DB,96,No
88JS58X1-8FWZ-RMFI-BH4M-NKQFAHM5MQWV,112,No
KC26R2S8-NOTB-U0F4-I630-UK5F5FVYG191,96,Yes
0DZ059HB-0AI0-ETM4-9BBI-6ZQ09O3FZETU,0,No
3U221AD2-K20R-MK5R-YO0B-KRF9VFLE0Z6T,0,Yes
3J7AAFFN-JFB4-ZHIM-GVL3-QFW0ZES2BIYL,94,No
4JIB85SC-NEBV-0RSI-L3SZ-0CB8CPVW1VI5,91,Yes
IFRMW7F9-4LS2-TGOO-010N-BCK9IIV8ZXID,62,Unknown
XLMJKQQ9-97T7-J7RX-1YAT-0FVOWWIMDFG4,155,No
UVMC24SD-C9S7-XSCL-AATQ-BFNNZ1IYNZVS,121,No
M9O62I1C-L40X-ZWSQ-54RW-MDJLMGRCL6SD,123,No
HGACZHG0-V26I-TXHM-U318-H3PP01DH0PGR,84,Yes
C7JFDZTM-E1RL-7MLT-IU1X-6DBDWL114MC2,0,Yes
O1HFVI9K-UQBN-XXR2-0988-MW59JWM48XOM,0,No
RBJZWDXP-4VDS-ED4Y-JSVR-FWBC9T4AMX5C,86,Yes
SSYH0RFA-FCGS-XPM7-4F4H-ZBQ56FDWMCMR,111,Yes
JQU1IEOS-K3N4-5XI2-22Y8-4UY68YX7Y5XN,130,Yes
6WUMLFUA-DXPX-AZGD-LCQJ-CUTU2ATJMPGK,102,Unknown
KBQA2G9E-7UBC-ZZKD-TN4Q-45P3KP7AYB4P,82,Yes
UN7ZAXMQ-5ZWM-8CMN-GRLB-7VMMX0PL6TIA,103,Yes
3NFTQ36U-069I-2UNU-6P48-XMSILHVIO1ZC,92,Unknown
O2WFQJ5T-06QE-3KI7-QHG0-CIC80ZCMTS1R,101,Yes
R6QV90YC-0QVY-1GEO-KWIK-WQL275BOVQ82,90,Unknown
VM1QN2RR-TANB-26MS-5YHY-0AVUCVHY3LSH,71,Yes
SBCHJBIY-IKKI-IH6Y-A9W6-ECLTCN02YF37,160,Yes
RXTIOEKG-SWBM-66YV-R0QA-B58HYBF7XXJX,83,Yes
MDEQP0ES-IXPI-BLLV-I4WP-G3YACD5FQ6HI,87,No
69YGZJ99-G5G0-UI0C-VEPJ-03OFO1MIRYTO,121,Yes
XQ75QNB4-D8NM-M6V4-V2QN-07YPZ2JH0WKW,0,Unknown
AHFEEHIX-DNO1-ZIMI-3K80-DRLZXRMMVC3F,100,Yes
78T64839-1VMV-61Q4-83MU-MDZX5VLAF9T0,120,No
KLTRLR9E-QG47-M5V5-HKAY-1UGMLM20JWUN,52,Unknown
ZPX1L7DS-5OKM-6HSY-TT75-523OKOD3D8NF,118,No
QXRC8HQ2-MPXB-IL0Q-PU18-34XTRUYK1WGT,107,No
PCVMBNS4-V02U-2TK1-NZ36-R6NE1MOSUG90,152,No
NH4CO179-FFAB-DCID-MDUJ-6IG9BSIMEL6F,0,Yes
IJNYS6LB-VB1S-9DCN-GCKD-BLBF40FGVBEJ,123,Yes
4GUFX613-17BB-V7BY-2ICZ-0EFXJ2J6N9YB,123,Yes
C4XBJ4J7-EE2D-M30S-MVLB-EBXALI5PIXXZ,84,Yes
NC405BCX-K3CG-EZOC-62CY-OK8JHLYJGG6Y,80,No
GDVKB2X0-2YK9-BA3A-AWIJ-GK2AI5JXO0GB,99,No
UFUTE4BS-N371-0PV5-PGRV-G76BZ3CXZ4G4,91,No
VSQ348WX-OA78-8IYH-8AWS-NETFXGY4KODM,106,No
2PXTAEYX-9S0W-YA8W-V896-EJABX6TLW5WH,124,Unknown
B43EA1OC-2GYR-6S8F-GUFA-WIJXEVDVAVOF,101,Yes
RAYE23ED-UKLF-10Y7-G4JY-5CC884TI2499,116,Yes
15NILWCE-X8IO-WQF5-O73O-335BNGKR4RKM,109,Yes
GB21SP97-1VU9-70SB-NV46-DTROD6S3KT6Y,116,Yes
V9BUU9SM-6YDA-AQKG-A3UH-99IFW1WWL7Q8,148,No
CKTEIEDP-U20B-LL58-P8K4-67L47O81GUUU,95,Yes
RKFOBI0D-OMB1-GSU4-V9OS-KC2B73O4BY4L,115,No
MVRAHV47-PA6O-YLJ4-NNSR-CI36FBVV6XRE,140,Unknown
ZVBEQ6ND-1DWM-PPMK-T0H8-JNIENKQ71K63,89,Yes
AZD9GXLT-QFXU-V8YF-1MJK-SZQ4UWW6RF0I,153,No
9UII6SG6-BIGR-NU8T-D5HM-M3CKRLVVAFLU,0,Unknown
YYHO9B3Z-3A1I-34FZ-2UWB-NDDTZGRIF5G8,121,Unknown
A4DTWVTK-2B47-LI4I-S2WK-ZQ1ED2ZA27ZI,0,No
4RQEW8EI-B87T-YX6S-16CF-HGYH9VHOMY34,43,Unknown
LWEFQQ4P-WUND-UBQE-A6ZY-8EVBJB97IC2U,96,Yes
54GX8NCM-ZKP0-SRTP-U8RG-KVNQK8LMVCYE,164,Yes
YPF4BZKB-OE30-BY6M-XOLM-1A17UU8CXUKX,111,No
GRWD8MU2-HACM-6MG5-XLQ1-88755RBL9M1P,119,Unknown
MZH5BU67-Z38O-LS0U-EJJO-FH9MM4H3CT4X,129,Yes
VZP40CCG-1XNR-EKI6-NEIK-0M9S4T017X3Z,110,Yes
KR24N32T-47U9-Z2T1-UEF6-JJNEW1RL9EZJ,152,No
YN1WS6FW-4150-9RGG-OPIW-VTBXO5R4U7NH,152,Yes
OCQCN3QV-JTGI-FQ9T-8DY6-7L5ZHO6778WL,71,No
LBVG4R7H-A4LA-8I9H-AUDU-VDY29I1L14DZ,113,No
6VM7WKWP-DC3B-FMQ1-ZMV8-61QIMSVSZDN3,91,Yes
RSSPTFKQ-2TWV-JX97-LPLJ-14L7J1PQVI79,92,No
7589SYI8-IDT0-RWSV-4RDF-BBR8C46OH4ZD,0,No
YP656ASN-H3JG-FSM1-D45R-MZHC073AC78X,121,Yes
885XHJNL-CT9I-SIRD-0ZAK-LWPRL8Q3DJY8,123,No
3FX0L8SE-M77E-IXDY-46IS-5OKJWDVRFQWU,123,Yes
VJUX766C-YM38-7Z31-V8BU-DK7CJYFI38P6,112,No
GJ3AEIP4-TWQD-OF45-P68J-BF9U6X13KTO5,82,No
J1MIWGTP-KJRF-Q0MH-VWYG-UV6JD60A6NPH,132,No
RQ4GWCWQ-12QV-N4WE-JQWZ-WYSSA77W2B1N,114,Unknown
NJT50VMZ-KJY0-4WJA-G9QA-BHLAPKX5N3TI,0,No
9ZCIK2XQ-IXNM-MQDL-5CW7-DBCCXLW7RRHK,82,Unknown
INIPLWPV-YTWG-OTJN-8G9S-G6HEPRUMQ0P9,131,Yes
1XZRA25Y-9OBJ-ORKQ-2OC7-LPI203AQ5CXL,151,No
7P7OIDNP-4SK4-YRLY-GL6E-0JSWA5DJ7ZZP,111,Yes
RSDOWG6O-VSJX-7BKZ-3M7N-DFQF6QR5GUXU,119,No
W7QEZ7PO-1CJ6-5JDD-UJFP-OCZ6A4DS0LNY,123,No
VNOUDC77-U6RW-25PT-U6UG-3JDJ5IHWR5T3,116,Yes
UEXA1YS4-1088-M2XZ-L2GI-FZULXAV0KX2T,98,Yes
KP7KHK1R-YHBF-DI1R-7TH8-8LOSL35KELDN,161,Yes
HJ2F5WYF-J6YL-B495-XS5O-O4WXEICLV16Q,128,No
LRDPPOR7-VGOV-P7GT-H2CX-2DNQZH81DH4E,0,Unknown
X735DRRC-NAU6-EHP4-SL9M-T9DADHM2IXGD,155,Unknown
75OGMN08-2RUH-2WSR-YOOY-2TQ6U2AVBLI5,0,Yes
ZTUHXW2I-GHXG-68EI-PIZH-I31Z6VHAAFRF,159,Yes
5KNIS1MP-2I2Z-GQ67-PT69-UEY6RXJ05HID,0,Yes
684D9D9P-FGMF-EIC4-BO94-ADE1YWH3MLSV,116,Yes
DDP6KU5K-7D08-K71F-MAGY-WX7FT1ZAMK40,79,No
SO3M2FQF-DOTB-RZ4S-OUWS-B05E1GXNVQZ7,63,No
ORRL821F-X16Y-3QEH-DX08-TGMZTD4IWWQG,119,Yes
QXDOUFJU-67FZ-WDHE-W2U4-Q6G8F24YCLBL,112,Yes
WCYFI3DH-NWAC-M0B3-TWRA-QCB0Y99SD7SL,46,No
EZE3LM8D-Z3HV-9BW8-HHSP-D2RQIHBOGE13,138,Yes
XRJ6T4NF-MT5U-7MFM-L851-TXNVS8ZOLGHD,83,No
9IQNA997-KK23-V3FT-GF2J-RGZ6O3FMHB7N,162,Yes
F204H2DC-BQ5D-T9UP-RCHJ-DONHH9ABLBLS,98,No
E80Q1AP9-RENC-TA2N-97N9-ZAEGCK9H7BB4,127,No
BQ9GWJL5-A8WP-LQPA-0A64-NOLX2SH45DZI,88,No
PFLRLEHH-EQYM-SGI1-K5ME-0RRWLGHMBYRP,0,No
ATZGI8L9-H12D-8K1X-4RDV-J5DLTHSZWF5P,108,Unknown
CSE0ST1Y-I24C-6PSS-8P77-ZWP4Q2YD2X03,113,Yes
HC0OXZGV-NDB1-Y7RC-9YTQ-NB5PQ5ERG6R0,43,Unknown
25S232M9-LT3A-ICT2-FBWT-WRDHVXHUELAC,0,Yes
BU7FMIIS-V9SR-0E73-OYQ6-BQFV0SNL8JKC,93,No
BFVFXB1W-Y6AO-4MPU-CFBC-WXE7T44GLD8T,144,No
9ONWO5J7-UH8R-E8N0-I0SY-GQC50KXDEL26,108,Yes
QY9BYP0Q-RCXY-7K6N-JPOK-ZC567I8I7SY7,116,Yes
QSR1OUBV-OO2R-UYPK-3ZT2-OKODPZVFNZAD,91,Yes
RDMO8RF6-9WT7-00JK-IXH9-0QJRLMEX8EIE,107,No
NBNJ9TGT-P84O-G8LB-46Z4-30PDHMAXQC5Z,114,No
QP5DB11O-075K-E94Z-B7I4-BRVF0GUGO5RO,121,Yes
KIJ22LB4-E47E-C7S3-FISJ-P1VP79KWF12H,92,Yes
8QZEQSIB-M9C8-CFJW-MCMW-0G6FSRIYF5TP,153,Yes
KPAUGJRV-BOJN-V4K8-ILHC-SXK9EHT111OK,101,No
SP9WPNHK-88BP-30SX-UYJE-HYK9S2IVRUN5,144,Yes
3XIYVY40-0TB5-F1GF-6JG1-V4WEFY677UJ3,133,Yes
N0Z2GSCC-IQD0-SF17-R5PG-N2CZ50LHDCPN,0,No
NLCK4J6F-52I4-R49Z-NN86-XUB9ZZP1HHSZ,99,No
ISNQO5N8-9U5D-FJBI-VD6E-VV3OE9ZAD0MO,100,Yes
V4G6AVC6-UYU7-24I2-E68C-KVC5VBBVS8A1,104,No
KUQYLQB4-ILKR-BCOE-DN1B-MRWACYN8Y3WW,123,No
FS8TA07A-181P-JDE4-QDHD-IB7R7NY0TJY1,0,Unknown
97SSJYVM-GTNF-O1J3-XQEO-9CT4GQKI52YZ,159,No
FVV2T2CN-B0IU-UDI4-QXFR-3258MXL60J8V,134,No
CPFI0OLK-QKKJ-WZFS-5E4V-JFW6M1MA59ES,90,Yes
OXNMH16E-7EAF-8V4X-YGG8-HBP1QLIZXLMD,88,No
HN40BYOJ-BEOG-U0JP-0AKI-45XMFCUY51V2,112,No
ZYM3VSXV-GHCP-YG07-8RPQ-HQUA2R7L8T9P,105,No
AZVRKORU-S36H-3BVV-4ZZU-G3UEONRG0PAZ,127,Yes
NC70M0SX-3AYN-DGP4-SF63-F3YJYSSET86F,129,Yes
H6XPKL0R-EMU9-L3TC-RHU9-5W6YKGDWAL65,160,Yes
4D3CUDVJ-EHGO-ZAMC-Z94F-JGBLBQYOLY4C,148,No
NB44O4AW-2WIA-OS8K-8R6S-YWYO9COV109X,0,No
YLVEBRGZ-9N0C-4K1W-93V6-AOCTDAVSHRI2,133,No
QIA5UKO8-MKI6-A5P6-F118-YPVP0J8YVE4P,109,Unknown
859E4UOP-8BXM-X8S0-VFX4-WFSLFA4QGYRE,85,Yes
W6ZQPSIS-SO7X-8B37-3FU0-9HMZYRWWZEP7,92,No
G0V2G1Y0-OVAE-T763-6TBY-D3DPFKNHVQJH,132,Yes
4GL7RJXC-2CFN-JCZZ-U2OG-MEXS6331LFQ4,0,Yes
1ZCI275V-FVEY-HYE0-P46A-C34SRH2JK5WV,131,No
9BHWTO31-HLN7-333X-BL9J-NBZPPSO09XZA,126,No
HEO1BL0A-1KXG-8TA5-RUOY-FBR09DBIV8GJ,0,Unknown
BRANFD9C-Z2A6-EHSX-ENCU-J5TO1QTPOI7M,135,No
1FTRMLFF-49N8-0I8E-Q2XI-G8QAKTQU6V68,45,Unknown
MCCH4DTG-KSZ5-BL66-65JU-9BZLHA21B955,100,No
675XVU07-9FVD-OOGD-SSF9-VSWLUMPF0JVD,155,No
852RFU5L-C2DH-76J2-0RQ2-WWE0JDI28WIV,148,No
0IELQA44-TS44-O5VA-S30M-LCYKN51WFA9W,111,Unknown
YSFZQEPN-HJGH-NIUX-OHLE-MMICYR6S0LI6,124,Yes
QBSSUQ8A-LVFC-UVCF-XL80-2ERW5WC66YR4,120,Yes
9LNRMP8E-E0KQ-PI8I-JJ84-6YOAJWNPUVX1,99,Yes
N24APFJP-TBJN-2FLJ-IYA6-QPD9WBCFVV5C,108,No
NJ0UDGDY-PDDB-6ULV-GXA1-GUYJ99VARLGY,98,Unknown
01K6XBPG-NYCH-CMVJ-ZN8N-05WQIWSDL0OE,133,Unknown
9S7DC3HH-6DTZ-OBD3-9N8S-97E8EL9E5ZL4,118,Yes
00XPU8O6-F21Z-M5C6-T65C-6R4466IL7S07,0,No
9H5KL4RV-864A-R939-FOMI-LCTJ0ROSY97Q,155,Yes
OZP30WPG-AQZI-IELL-6XXM-VAIVKDU07GS9,101,Unknown
2DMRA5QD-H40F-R3KK-2SVM-M91LK5ZCK0V5,126,No
SJNEOQ1E-P8YA-6GRD-JLEA-X542RT7K5BKQ,115,Yes
VWZ0XPW7-8WOD-7EK2-UX0M-1ML7BPIULMXA,118,Yes
OFJBYZ7H-YJBS-HJQA-NYIT-11L3BV15J9BS,85,No
N9ZT6EEE-CPW7-739V-I355-RQTSQS1Y52FK,8,Unknown
CYI5447F-Z2TL-1VTB-N9PR-Q5YFK4N8VQSF,126,Yes
QBMSPCXX-W1AM-V6HA-Y7H3-ZX6J3FDHIPC7,108,Yes
UFOVFC1Y-GUVC-OBOO-DFU5-LXNJ7PIDWUZS,131,Yes
4N771GYL-J2XX-MESA-XVQI-WH0KV404I4F5,107,No
Z6KK0CTZ-4L0J-4L08-WKAT-59HL9LE14D8O,0,Unknown
CKYJGNUG-SMXK-CH0M-QD7F-9VSE8J9YVZGW,135,Yes
ERR1E46J-WCAX-FUCO-2646-BMBUQYS0Z32V,107,Yes
MB6ZD6B0-EE16-4H9Y-C5CJ-KELR5K57G2ZB,109,No
7I8KW7PF-JK9D-YKLV-U2GC-R2YPT7P3NR8L,150,Yes
R5COP5O0-GRIY-OGH1-UDRE-EIYGBN3O729K,107,Yes
6JYKRGEX-0Y9D-3EA4-ADRM-YLC2BLJNDH4S,115,Yes
0ECXI8XI-62JE-RBHE-9VGO-F6ZFPTMH5Z6E,94,Yes
2N67ISSO-ZX6F-47EI-UBIO-466VF9JDBPGB,0,Unknown
A1PIN3QS-T92I-66U1-59OX-Q2S4W6GR88EJ,121,Yes
SW0BVFRY-DFSE-KNR6-KY9G-4PNYZG01N2PK,161,No
YT6KALM7-CIJP-HY10-UBJP-MS5D0SUMWV7F,104,No
TSNHX7L3-S4H1-YAJG-BK1Q-V3UZF613WFZC,116,Yes
UG2Y8JX9-16NP-RDRR-E6JW-YZAUF87DMRVU,92,Unknown
2X9RV78L-W3US-C0MX-K4AQ-4BLOSF3YVZGO,130,Unknown
X4AI6WNI-VTG0-GKRA-5J0A-73X1J456450V,80,Yes
Q7CTBX47-WB5R-BOCQ-L4NE-YYJ3CCI6U5VS,108,Unknown
FYFB9TX5-I872-OYIC-7JAU-MG4NHNVVMIC6,0,Yes
VKGKL4V6-0R5I-0JTK-AZLQ-0UU6KKPQBPFV,108,Unknown
LIWYH2SR-8TJ8-9JZ3-QWCC-KEOQJLHKY60U,0,Yes
D1K5HZT7-GIDN-EMVH-HSZF-9X10NMC1IK1B,0,Yes
0IP06RZY-ULXG-W05R-7XHV-I6W4PHM3AW6P,114,Yes
64Q5J5AU-C2M6-Y5IC-0XOD-CKW8R2CJ77JG,154,Yes
X2KGW9P8-SFEI-PR08-AAFS-5P552B4UZLX2,0,Yes
FCPYBX7W-YPNY-BP0M-FUN2-UPF1XDAN0PR6,71,Yes
YMS9I5B4-I1LT-XMLO-EQU3-25J4BUO0B6W7,15,Yes
A1IRS76L-JSWQ-EW4L-VJRO-HM7YDT34X395,127,No
XRGR69Z8-MLZ7-SVEG-J9U8-8FNCXMH8KNL4,0,No
1USTS8GR-M8P4-FGFR-CA14-H6WOLV2WKA7K,151,No
B572B7CL-YHNZ-TGSD-N2CY-TLE8AJMVVDFT,97,Yes
SQQW4473-D45U-X66J-EE9E-O89EA161Z0VD,103,Yes
YDY58AL7-OPX7-VURR-E8NR-HVEXPTJKLNP6,152,Yes
Z6C79RC5-BL26-JXPB-I13R-J6MBHGC88SMY,0,Yes
N0OGM2T2-M2AQ-0EHO-KFH2-CG3S882AAKP9,0,Yes
7U4FUBFF-0JX0-8OTX-ICA0-L8JQWZ9U2O5P,100,No
8TOB248D-NE8B-91NV-27BE-BK2ODEAW4RWW,0,Yes
